LAT,LON,YEAR,MO,DY,Relative Humidity,Temp Range,EarthSkin Temp,Dew Point,Wet Bulb Temp,Max Temp,Min Temp,Temp
6.79661,79.90081,2004,11,26,82.8,3.84,27.18,23.6,23.6,28.95,25.12,26.79
6.79661,79.90081,2004,11,27,79.49,4.54,27.44,23.45,23.45,29.89,25.36,27.33
6.79661,79.90081,2004,11,28,83.61,4.08,27.4,24.09,24.09,29.46,25.38,27.12
6.79661,79.90081,2004,11,29,83.24,4.03,27.28,23.78,23.78,29.06,25.04,26.86
6.79661,79.90081,2004,11,30,83.96,3.89,27.38,24,24,29.08,25.19,26.94
6.79661,79.90081,2004,12,1,83.38,4.17,27.43,23.81,23.82,29,24.84,26.88
6.79661,79.90081,2004,12,2,84.46,3.6,27.19,24.13,24.13,28.88,25.28,26.98
6.79661,79.90081,2004,12,3,86.27,3.09,26.89,24.33,24.33,28.57,25.48,26.83
6.79661,79.90081,2004,12,4,83.49,3.71,27.18,23.58,23.58,28.75,25.03,26.62
6.79661,79.90081,2004,12,5,83.47,3.33,27.14,23.21,23.21,28.18,24.85,26.25
6.79661,79.90081,2004,12,6,81.37,2.48,26.5,22.36,22.36,27.27,24.79,25.79
6.79661,79.90081,2004,12,7,79.76,3.55,26.43,22.12,22.12,27.78,24.23,25.92
6.79661,79.90081,2004,12,8,86.07,3.49,26.86,23.93,23.93,28.39,24.9,26.46
6.79661,79.90081,2004,12,9,85.56,3.48,26.76,23.95,23.95,28.56,25.08,26.58
6.79661,79.90081,2004,12,10,82.12,4.21,26.66,23.09,23.09,28.79,24.58,26.41
6.79661,79.90081,2004,12,11,82.68,4.76,26.58,23.08,23.08,28.85,24.09,26.28
6.79661,79.90081,2004,12,12,87.31,3.23,26.73,24.11,24.11,28.2,24.97,26.4
6.79661,79.90081,2004,12,13,89.11,2.46,26.55,24.52,24.52,28,25.55,26.46
6.79661,79.90081,2004,12,14,89.47,2.47,26.38,24.42,24.42,27.74,25.27,26.3
6.79661,79.90081,2004,12,15,88.4,2.81,26.47,24.16,24.16,27.74,24.94,26.23
6.79661,79.90081,2004,12,16,85.48,3.01,26.47,23.39,23.39,27.8,24.79,26.01
6.79661,79.90081,2004,12,17,81.25,3.85,26.28,22.41,22.41,28.01,24.16,25.87
6.79661,79.90081,2004,12,18,82.25,2.96,26.07,22.4,22.4,27.18,24.22,25.65
6.79661,79.90081,2004,12,19,75.92,4.12,26.3,21.11,21.11,27.77,23.65,25.68
6.79661,79.90081,2004,12,20,72.01,4.27,25.95,19.78,19.78,27.36,23.09,25.19
6.79661,79.90081,2004,12,21,70.95,4.42,25.66,19.17,19.17,27.07,22.64,24.84
6.79661,79.90081,2004,12,22,74.38,4.29,25.26,19.61,19.61,26.42,22.13,24.53
6.79661,79.90081,2004,12,23,77.2,5.07,26.08,21.15,21.15,27.94,22.88,25.47
6.79661,79.90081,2004,12,24,78.23,5.07,26.41,21.53,21.53,28.1,23.03,25.69
6.79661,79.90081,2004,12,25,76.93,4.52,26.23,21.5,21.5,28.32,23.8,25.88
6.79661,79.90081,2004,12,26,82.32,5.07,26.59,22.78,22.78,28.59,23.53,26.06
6.79661,79.90081,2004,12,27,85.1,2.99,26.89,23.56,23.56,27.91,24.92,26.27
6.79661,79.90081,2004,12,28,82.27,3.89,26.67,23.08,23.08,28.24,24.35,26.36
6.79661,79.90081,2004,12,29,78.72,5.05,26.18,21.85,21.85,28.63,23.57,25.85
6.79661,79.90081,2004,12,30,84.22,4.08,26.58,23.29,23.29,28.5,24.43,26.18
6.79661,79.90081,2004,12,31,88.49,3.02,26.3,24.07,24.07,27.81,24.79,26.12
6.79661,79.90081,2005,1,1,85.99,2.35,26.03,23.29,23.29,27.15,24.8,25.81
6.79661,79.90081,2005,1,2,80.63,4.44,26.63,22.72,22.72,28.67,24.23,26.32
6.79661,79.90081,2005,1,3,79.73,3.99,26.49,22.19,22.19,27.9,23.91,25.98
6.79661,79.90081,2005,1,4,83.3,3.42,26.58,23.17,23.17,28.01,24.58,26.24
6.79661,79.90081,2005,1,5,81.81,3.83,26.97,23.11,23.11,28.67,24.84,26.47
6.79661,79.90081,2005,1,6,79.69,4.25,26.74,22.34,22.34,28.42,24.16,26.13
6.79661,79.90081,2005,1,7,79.82,4.56,26.55,22.24,22.24,28.45,23.89,26.01
6.79661,79.90081,2005,1,8,79.83,3.45,26.44,22.11,22.11,27.57,24.12,25.86
6.79661,79.90081,2005,1,9,79.09,3.09,26.5,21.96,21.96,27.61,24.52,25.86
6.79661,79.90081,2005,1,10,79.85,3.22,26.43,21.99,21.99,27.43,24.2,25.73
6.79661,79.90081,2005,1,11,77.23,3.56,26.31,21.28,21.28,27.27,23.72,25.58
6.79661,79.90081,2005,1,12,81.24,4.31,27.16,23.17,23.17,28.9,24.6,26.66
6.79661,79.90081,2005,1,13,79.48,2.7,26.37,21.63,21.63,26.81,24.11,25.44
6.79661,79.90081,2005,1,14,74.73,5.44,26.58,20.81,20.81,28.39,22.95,25.65
6.79661,79.90081,2005,1,15,76.59,5.22,26.74,21.43,21.43,28.61,23.39,25.89
6.79661,79.90081,2005,1,16,76.46,5.21,27.01,21.76,21.76,28.86,23.65,26.26
6.79661,79.90081,2005,1,17,81.17,3.73,27.3,23.01,23.01,28.37,24.65,26.5
6.79661,79.90081,2005,1,18,85.79,2.69,27.16,23.77,23.77,27.76,25.07,26.33
6.79661,79.90081,2005,1,19,87.93,2.83,27,24.7,24.7,28.42,25.58,26.86
6.79661,79.90081,2005,1,20,89.56,2.59,26.75,24.86,24.86,28.21,25.62,26.72
6.79661,79.90081,2005,1,21,85.66,3.48,26.62,24.07,24.07,28.59,25.11,26.67
6.79661,79.90081,2005,1,22,85.64,3.6,26.71,24.05,24.05,28.68,25.08,26.66
6.79661,79.90081,2005,1,23,85.97,4.03,26.82,24.15,24.15,29.02,24.98,26.7
6.79661,79.90081,2005,1,24,82.05,4.15,26.97,23.53,23.53,29.19,25.03,26.87
6.79661,79.90081,2005,1,25,78.45,5.1,26.87,22.47,22.47,29.14,24.03,26.56
6.79661,79.90081,2005,1,26,76.22,4.88,26.8,22.05,22.05,29.27,24.39,26.6
6.79661,79.90081,2005,1,27,75.57,4.25,26.85,21.36,21.36,28.02,23.78,26.03
6.79661,79.90081,2005,1,28,80.02,2.78,27.25,22.41,22.41,27.33,24.55,26.11
6.79661,79.90081,2005,1,29,80.03,3.08,27.29,22.61,22.61,27.92,24.84,26.32
6.79661,79.90081,2005,1,30,80.58,3.62,27.21,22.88,22.88,28.62,24.99,26.48
6.79661,79.90081,2005,1,31,82.05,3.38,27.3,23.23,23.23,28.4,25.02,26.53
6.79661,79.90081,2005,2,1,81.77,3.31,27.54,23.41,23.41,28.59,25.28,26.77
6.79661,79.90081,2005,2,2,84.75,2.74,27.09,23.72,23.72,28.02,25.28,26.49
6.79661,79.90081,2005,2,3,79.98,4.32,27.3,23.09,23.09,29.11,24.79,26.84
6.79661,79.90081,2005,2,4,75.94,5.15,27.02,22.07,22.07,29.46,24.32,26.68
6.79661,79.90081,2005,2,5,73.78,5.63,27.05,21.38,21.38,29.26,23.63,26.47
6.79661,79.90081,2005,2,6,73.37,5.27,26.97,21.29,21.29,29.16,23.89,26.47
6.79661,79.90081,2005,2,7,76.34,5.96,27.17,21.91,21.91,29.39,23.43,26.47
6.79661,79.90081,2005,2,8,78.15,5.32,27.28,22.8,22.8,29.94,24.62,26.95
6.79661,79.90081,2005,2,9,76.66,5.65,27.05,22.13,22.13,29.75,24.1,26.59
6.79661,79.90081,2005,2,10,75.41,5.97,27.12,21.95,21.95,30.08,24.11,26.68
6.79661,79.90081,2005,2,11,72.21,6.07,26.82,20.96,20.96,29.78,23.72,26.38
6.79661,79.90081,2005,2,12,73.29,6.34,26.58,20.8,20.8,29.25,22.91,25.97
6.79661,79.90081,2005,2,13,76.46,6.11,26.95,21.99,21.99,29.69,23.58,26.5
6.79661,79.90081,2005,2,14,75.51,6.64,26.92,21.8,21.8,30.02,23.38,26.52
6.79661,79.90081,2005,2,15,75.76,6.35,27.04,21.48,21.48,29.28,22.93,26.13
6.79661,79.90081,2005,2,16,76.63,4.35,27.56,21.82,21.82,28.63,24.27,26.27
6.79661,79.90081,2005,2,17,73.86,5.23,27.81,21.51,21.51,29.16,23.93,26.58
6.79661,79.90081,2005,2,18,73.18,4.66,27.62,21.49,21.49,29.09,24.43,26.75
6.79661,79.90081,2005,2,19,73.92,5,28.07,22.11,22.11,29.59,24.59,27.2
6.79661,79.90081,2005,2,20,78.15,3.85,28.21,22.93,22.93,28.89,25.04,27.08
6.79661,79.90081,2005,2,21,82.59,1.21,27.69,23.37,23.37,27.16,25.95,26.56
6.79661,79.90081,2005,2,22,80.81,2.32,27.58,23.35,23.35,28.19,25.87,26.93
6.79661,79.90081,2005,2,23,78.02,4.21,28.42,23.71,23.71,30.03,25.82,27.9
6.79661,79.90081,2005,2,24,76.51,4.96,28.39,23.51,23.51,30.67,25.7,28.04
6.79661,79.90081,2005,2,25,72.96,5.64,28.39,22.57,22.57,30.63,24.99,27.89
6.79661,79.90081,2005,2,26,71.85,4.02,27.99,21.96,21.96,29.61,25.59,27.52
6.79661,79.90081,2005,2,27,69.15,5.54,28.41,21.45,21.45,30.24,24.7,27.65
6.79661,79.90081,2005,2,28,72.1,4.41,28.67,22.44,22.44,30.18,25.77,27.95
6.79661,79.90081,2005,3,1,73.67,4.54,28.52,22.6,22.6,29.99,25.44,27.76
6.79661,79.90081,2005,3,2,74.27,4.52,28.89,23,23,30.39,25.87,28.02
6.79661,79.90081,2005,3,3,72.88,5.25,29.17,22.83,22.83,30.82,25.57,28.19
6.79661,79.90081,2005,3,4,77.79,3.08,28.96,23.8,23.8,29.66,26.58,28.04
6.79661,79.90081,2005,3,5,75.27,3.68,28.59,23.32,23.32,29.96,26.28,28.12
6.79661,79.90081,2005,3,6,76.24,2.59,28.52,23.53,23.53,29.43,26.84,28.11
6.79661,79.90081,2005,3,7,71.37,4.36,28.93,22.85,22.85,30.9,26.54,28.54
6.79661,79.90081,2005,3,8,69.71,4.13,28.66,22.34,22.34,30.48,26.35,28.44
6.79661,79.90081,2005,3,9,75.88,2.49,28.52,23.21,23.21,29.25,26.76,27.86
6.79661,79.90081,2005,3,10,77.59,3.68,28.49,23.54,23.54,29.62,25.94,27.84
6.79661,79.90081,2005,3,11,78.74,3.45,28.76,23.85,23.85,29.58,26.12,27.88
6.79661,79.90081,2005,3,12,80.61,2.78,28.62,23.84,23.84,28.86,26.08,27.47
6.79661,79.90081,2005,3,13,84.11,1.63,27.94,23.78,23.78,27.71,26.08,26.67
6.79661,79.90081,2005,3,14,75.89,3.8,28.57,23.01,23.01,29.77,25.97,27.67
6.79661,79.90081,2005,3,15,70.8,4.97,28.79,22.06,22.06,30.29,25.32,27.89
6.79661,79.90081,2005,3,16,67.47,4.65,28.62,21.22,21.22,30.17,25.53,27.85
6.79661,79.90081,2005,3,17,65.65,5.73,28.64,20.63,20.63,30.36,24.64,27.7
6.79661,79.90081,2005,3,18,71.43,5.11,28.93,22.33,22.34,30.45,25.34,28.02
6.79661,79.90081,2005,3,19,75.06,4.31,29.28,23.77,23.77,30.87,26.56,28.63
6.79661,79.90081,2005,3,20,76.6,3.68,29.15,23.71,23.71,30.15,26.47,28.21
6.79661,79.90081,2005,3,21,75.34,4.19,29.22,23.22,23.22,30.19,26,28.02
6.79661,79.90081,2005,3,22,78.16,3.26,29.19,23.72,23.72,29.56,26.3,27.88
6.79661,79.90081,2005,3,23,78.8,2.65,28.99,24.16,24.16,29.66,27.01,28.19
6.79661,79.90081,2005,3,24,78.51,2.95,29.34,24.5,24.5,30.29,27.34,28.6
6.79661,79.90081,2005,3,25,82.11,1.87,28.88,24.72,24.72,29.12,27.25,28.05
6.79661,79.90081,2005,3,26,78,2.93,28.93,24.2,24.2,29.95,27.03,28.4
6.79661,79.90081,2005,3,27,75.39,3.86,29.3,24.02,24.02,30.93,27.07,28.84
6.79661,79.90081,2005,3,28,82.09,2,28.37,24.33,24.33,28.77,26.78,27.66
6.79661,79.90081,2005,3,29,82.14,2.15,28.38,24.52,24.52,28.89,26.74,27.84
6.79661,79.90081,2005,3,30,84.82,1.58,28.07,24.97,24.97,28.79,27.21,27.75
6.79661,79.90081,2005,3,31,84.3,1.72,27.96,24.75,24.75,28.5,26.78,27.64
6.79661,79.90081,2005,4,1,82.88,2.25,28.2,24.67,24.67,29.07,26.82,27.84
6.79661,79.90081,2005,4,2,82.16,2.49,28.25,24.41,24.41,29.18,26.69,27.74
6.79661,79.90081,2005,4,3,88.67,2.1,27.71,25.2,25.2,28.4,26.3,27.23
6.79661,79.90081,2005,4,4,85.5,2.27,28.01,24.55,24.55,28.37,26.1,27.19
6.79661,79.90081,2005,4,5,87.51,1.78,27.63,24.83,24.84,28.11,26.33,27.09
6.79661,79.90081,2005,4,6,86.44,2.13,28.11,24.63,24.63,28.16,26.03,27.08
6.79661,79.90081,2005,4,7,83.51,2.28,28.25,24.41,24.41,28.69,26.41,27.44
6.79661,79.90081,2005,4,8,80.8,2.67,28.47,24.31,24.31,29.32,26.65,27.9
6.79661,79.90081,2005,4,9,81.93,2.29,28.31,24.63,24.63,29.32,27.03,28
6.79661,79.90081,2005,4,10,83.45,2.17,28.24,24.65,24.65,28.97,26.79,27.7
6.79661,79.90081,2005,4,11,83.25,2.56,28.33,24.64,24.64,29.14,26.58,27.73
6.79661,79.90081,2005,4,12,82.4,2.41,28.56,24.59,24.59,29.15,26.74,27.85
6.79661,79.90081,2005,4,13,80.74,2.33,28.51,24.19,24.19,29.15,26.81,27.79
6.79661,79.90081,2005,4,14,81.45,2.82,28.52,24.1,24.1,29.12,26.3,27.55
6.79661,79.90081,2005,4,15,78.73,3.4,29.23,23.72,23.72,29.47,26.07,27.75
6.79661,79.90081,2005,4,16,77.37,3.08,29.56,23.86,23.86,29.95,26.86,28.19
6.79661,79.90081,2005,4,17,79.4,2.81,29.33,24.05,24.05,29.51,26.7,27.94
6.79661,79.90081,2005,4,18,81.34,2.56,29.14,24.38,24.38,29.29,26.72,27.88
6.79661,79.90081,2005,4,19,84.1,2.08,28.7,24.72,24.72,28.73,26.65,27.65
6.79661,79.90081,2005,4,20,78.38,3.21,28.64,23.82,23.82,29.86,26.65,27.94
6.79661,79.90081,2005,4,21,78.82,2.83,28.63,23.54,23.54,29.13,26.3,27.55
6.79661,79.90081,2005,4,22,81.24,2.52,28.83,24.12,24.12,28.86,26.34,27.62
6.79661,79.90081,2005,4,23,81.01,2.84,29.07,24.29,24.29,29.47,26.64,27.85
6.79661,79.90081,2005,4,24,80.96,2.84,29.41,24.58,24.57,29.75,26.9,28.15
6.79661,79.90081,2005,4,25,82.86,2.28,29.34,25.14,25.14,29.52,27.24,28.32
6.79661,79.90081,2005,4,26,84.6,1.52,28.93,25.23,25.23,28.93,27.41,28.06
6.79661,79.90081,2005,4,27,83.15,2.21,28.67,25.09,25.09,29.4,27.19,28.21
6.79661,79.90081,2005,4,28,82.64,2.36,28.9,25.17,25.17,29.64,27.28,28.4
6.79661,79.90081,2005,4,29,79.85,2.95,29.4,25.23,25.23,30.66,27.71,29.05
6.79661,79.90081,2005,4,30,80.35,2.64,29.27,25.22,25.22,30.4,27.76,28.93
6.79661,79.90081,2005,5,1,79.11,2.38,29.08,24.92,24.92,30.25,27.88,28.89
6.79661,79.90081,2005,5,2,81.91,1.11,28.45,24.44,24.43,28.32,27.21,27.8
6.79661,79.90081,2005,5,3,82.07,2.46,28.82,24.88,24.88,29.53,27.07,28.22
6.79661,79.90081,2005,5,4,85.67,1.1,28.21,24.77,24.77,28.01,26.9,27.37
6.79661,79.90081,2005,5,5,83.78,2.28,28.37,24.69,24.69,28.85,26.56,27.68
6.79661,79.90081,2005,5,6,85.2,1.47,28.57,25.2,25.2,28.72,27.25,27.91
6.79661,79.90081,2005,5,7,84.38,2.18,28.7,25.04,25.04,29.05,26.87,27.91
6.79661,79.90081,2005,5,8,84.18,1.77,28.65,25.17,25.17,28.98,27.22,28.09
6.79661,79.90081,2005,5,9,82.04,2.05,28.92,25.23,25.23,29.65,27.6,28.59
6.79661,79.90081,2005,5,10,79.47,2.35,29.27,24.95,24.95,30.24,27.89,28.85
6.79661,79.90081,2005,5,11,79.76,2.19,29.19,24.89,24.89,30.01,27.83,28.73
6.79661,79.90081,2005,5,12,82.35,1.96,28.86,25.06,25.06,29.47,27.52,28.35
6.79661,79.90081,2005,5,13,84.44,2.13,28.9,25.28,25.28,29.27,27.15,28.15
6.79661,79.90081,2005,5,14,85.06,2.08,28.84,25.51,25.51,29.27,27.19,28.25
6.79661,79.90081,2005,5,15,83.83,1.87,28.91,25.43,25.43,29.47,27.6,28.42
6.79661,79.90081,2005,5,16,82.29,2.36,29.14,25.43,25.43,30.03,27.67,28.74
6.79661,79.90081,2005,5,17,79.5,2.56,29.14,24.93,24.93,30.28,27.72,28.83
6.79661,79.90081,2005,5,18,81.6,2.11,29.04,25.23,25.23,29.9,27.78,28.68
6.79661,79.90081,2005,5,19,83.81,1.83,28.85,25.32,25.32,29.33,27.5,28.32
6.79661,79.90081,2005,5,20,81.47,2.08,28.91,25.18,25.18,29.78,27.7,28.66
6.79661,79.90081,2005,5,21,80.9,2.25,28.95,25.09,25.09,30.03,27.78,28.69
6.79661,79.90081,2005,5,22,83,2.39,28.6,25.3,25.3,29.82,27.43,28.47
6.79661,79.90081,2005,5,23,85.57,1.5,28.17,25.58,25.58,29.09,27.59,28.22
6.79661,79.90081,2005,5,24,83.8,1.47,28.3,25.28,25.28,29.21,27.74,28.28
6.79661,79.90081,2005,5,25,84.25,1.35,28.31,25.18,25.18,28.86,27.51,28.07
6.79661,79.90081,2005,5,26,84.38,1.49,28.47,25.35,25.35,29.09,27.6,28.22
6.79661,79.90081,2005,5,27,84.3,1.68,28.4,25.32,25.32,29.11,27.44,28.21
6.79661,79.90081,2005,5,28,83.88,1.39,28.51,25.32,25.32,29.13,27.75,28.3
6.79661,79.90081,2005,5,29,86.32,1.45,28.4,25.31,25.31,28.63,27.18,27.8
6.79661,79.90081,2005,5,30,85.64,1.49,28.34,25.28,25.28,28.74,27.24,27.9
6.79661,79.90081,2005,5,31,83.97,1.34,28.42,25.27,25.27,29,27.66,28.22
6.79661,79.90081,2005,6,1,83.86,1.69,28.38,25.14,25.14,29.18,27.48,28.11
6.79661,79.90081,2005,6,2,85.02,1.5,28.28,25.36,25.36,28.91,27.42,28.11
6.79661,79.90081,2005,6,3,85.02,1.41,28.29,25.41,25.41,28.96,27.55,28.16
6.79661,79.90081,2005,6,4,87.6,1.37,27.95,25.32,25.32,28.25,26.88,27.55
6.79661,79.90081,2005,6,5,86.52,1.45,27.67,25.07,25.07,28.3,26.86,27.51
6.79661,79.90081,2005,6,6,85.08,1.05,27.58,24.76,24.76,28.07,27.02,27.48
6.79661,79.90081,2005,6,7,85.58,1.71,27.99,25.22,25.22,28.76,27.06,27.85
6.79661,79.90081,2005,6,8,88.6,1.67,28.04,25.82,25.82,28.8,27.13,27.87
6.79661,79.90081,2005,6,9,87.44,0.7,27.73,25.34,25.34,27.96,27.26,27.62
6.79661,79.90081,2005,6,10,85.22,1.4,27.86,25.12,25.12,28.69,27.29,27.82
6.79661,79.90081,2005,6,11,84.85,1.65,28.04,25.11,25.11,28.83,27.18,27.89
6.79661,79.90081,2005,6,12,87.62,1.48,27.63,25.35,25.35,28.49,27.01,27.58
6.79661,79.90081,2005,6,13,86.28,1.58,27.27,24.77,24.77,28.15,26.57,27.26
6.79661,79.90081,2005,6,14,85.58,1.55,27.36,24.47,24.47,27.93,26.39,27.08
6.79661,79.90081,2005,6,15,84.65,1.41,27.63,24.46,24.46,28.1,26.69,27.27
6.79661,79.90081,2005,6,16,86.88,1.34,27.5,24.88,24.88,27.97,26.64,27.24
6.79661,79.90081,2005,6,17,87.91,1.04,27.2,24.65,24.65,27.33,26.3,26.81
6.79661,79.90081,2005,6,18,87.68,1.72,27.04,24.36,24.36,27.27,25.55,26.57
6.79661,79.90081,2005,6,19,86.33,1.26,26.95,24.45,24.45,27.68,26.42,26.91
6.79661,79.90081,2005,6,20,87.25,1.14,26.8,24.43,24.43,27.38,26.25,26.72
6.79661,79.90081,2005,6,21,85.71,1.37,26.88,24.41,24.41,27.8,26.43,27
6.79661,79.90081,2005,6,22,81.81,2.36,27.46,23.95,23.95,28.54,26.19,27.33
6.79661,79.90081,2005,6,23,84.92,2.07,27.69,24.61,24.61,28.47,26.39,27.37
6.79661,79.90081,2005,6,24,84.73,1.64,27.61,24.67,24.67,28.49,26.85,27.47
6.79661,79.90081,2005,6,25,84.06,1.79,27.52,24.5,24.5,28.5,26.71,27.42
6.79661,79.90081,2005,6,26,83.8,1.66,27.36,24.26,24.26,28.2,26.55,27.23
6.79661,79.90081,2005,6,27,85.82,1.63,27.26,24.58,24.58,28.08,26.45,27.15
6.79661,79.90081,2005,6,28,84.94,2.08,27.53,24.47,24.47,28.39,26.31,27.21
6.79661,79.90081,2005,6,29,84.57,2.08,27.65,24.25,24.25,28.25,26.17,27.06
6.79661,79.90081,2005,6,30,83.74,2.45,27.85,24.23,24.22,28.46,26.02,27.21
6.79661,79.90081,2005,7,1,81.56,2.26,27.83,24.14,24.14,28.79,26.53,27.57
6.79661,79.90081,2005,7,2,82.96,1.77,27.39,24.22,24.22,28.35,26.58,27.36
6.79661,79.90081,2005,7,3,86.01,1.32,27.22,24.54,24.54,27.75,26.42,27.07
6.79661,79.90081,2005,7,4,87.03,1.46,27.24,24.73,24.73,27.8,26.33,27.06
6.79661,79.90081,2005,7,5,84.23,1.5,27.38,24.53,24.53,28.24,26.74,27.42
6.79661,79.90081,2005,7,6,84.79,1.69,27.53,24.73,24.73,28.37,26.68,27.51
6.79661,79.90081,2005,7,7,83.34,1.94,27.52,24.44,24.44,28.54,26.6,27.51
6.79661,79.90081,2005,7,8,85.14,1.4,27.1,24.55,24.55,28.11,26.71,27.26
6.79661,79.90081,2005,7,9,87.95,1.34,26.65,24.7,24.7,27.53,26.18,26.85
6.79661,79.90081,2005,7,10,89.32,1.48,26.26,24.36,24.36,27.07,25.58,26.25
6.79661,79.90081,2005,7,11,86.93,1.63,26.32,23.8,23.8,27.14,25.51,26.14
6.79661,79.90081,2005,7,12,84.77,1.63,26.45,23.44,23.44,27.22,25.59,26.2
6.79661,79.90081,2005,7,13,88.4,1.35,26.34,24.02,24.02,26.85,25.5,26.07
6.79661,79.90081,2005,7,14,89.22,1.36,26.06,23.63,23.63,26.39,25.03,25.52
6.79661,79.90081,2005,7,15,88.66,1.19,25.77,23.5,23.5,26.16,24.97,25.5
6.79661,79.90081,2005,7,16,87.09,1.72,26.09,23.47,23.47,26.79,25.07,25.77
6.79661,79.90081,2005,7,17,87.77,1.79,26.36,23.76,23.76,26.89,25.11,25.94
6.79661,79.90081,2005,7,18,87.98,2.11,26.64,24.01,24.01,27.3,25.18,26.15
6.79661,79.90081,2005,7,19,89.79,1.48,26.22,24.29,24.29,26.99,25.51,26.09
6.79661,79.90081,2005,7,20,89.72,1.49,26.13,24.16,24.16,26.81,25.32,25.97
6.79661,79.90081,2005,7,21,89.7,1.57,26.26,24.27,24.27,27.02,25.44,26.08
6.79661,79.90081,2005,7,22,88,2.02,26.44,24.19,24.19,27.4,25.38,26.32
6.79661,79.90081,2005,7,23,87.75,1.88,26.34,24.21,24.21,27.54,25.65,26.4
6.79661,79.90081,2005,7,24,89.04,1.89,26.22,24.44,24.44,27.46,25.58,26.38
6.79661,79.90081,2005,7,25,87.61,2.18,26.43,24.3,24.3,27.82,25.64,26.51
6.79661,79.90081,2005,7,26,90.4,1.35,26.28,24.76,24.77,27.31,25.96,26.46
6.79661,79.90081,2005,7,27,88.86,1.72,26.56,24.55,24.55,27.57,25.84,26.53
6.79661,79.90081,2005,7,28,87.8,2.23,26.94,24.56,24.56,27.96,25.72,26.74
6.79661,79.90081,2005,7,29,89.83,1.34,26.82,24.9,24.9,27.44,26.1,26.7
6.79661,79.90081,2005,7,30,87.13,1.32,26.61,24.14,24.14,27.25,25.94,26.45
6.79661,79.90081,2005,7,31,88.8,1.71,26.51,24.57,24.57,27.56,25.85,26.56
6.79661,79.90081,2005,8,1,90.11,1.14,26.2,24.6,24.6,26.99,25.85,26.35
6.79661,79.90081,2005,8,2,88.98,1.88,26.59,24.64,24.64,27.57,25.69,26.6
6.79661,79.90081,2005,8,3,88.74,1.86,27.17,24.7,24.7,27.7,25.84,26.7
6.79661,79.90081,2005,8,4,85.7,1.65,27.12,24.12,24.12,27.57,25.93,26.71
6.79661,79.90081,2005,8,5,84.26,1.95,27.13,23.88,23.88,27.77,25.82,26.75
6.79661,79.90081,2005,8,6,83.96,2.53,27.43,24.05,24.05,28.36,25.83,26.98
6.79661,79.90081,2005,8,7,83.42,2.59,27.55,23.92,23.92,28.38,25.8,26.96
6.79661,79.90081,2005,8,8,82.35,2.7,27.55,23.87,23.87,28.71,26.01,27.14
6.79661,79.90081,2005,8,9,83.87,2.23,27.42,24.18,24.18,28.4,26.17,27.13
6.79661,79.90081,2005,8,10,84.95,1.72,27.02,24.31,24.3,27.93,26.21,27.04
6.79661,79.90081,2005,8,11,85.38,1.84,27.47,24.67,24.67,28.34,26.51,27.33
6.79661,79.90081,2005,8,12,84.38,1.32,27.11,24.04,24.04,27.62,26.3,26.9
6.79661,79.90081,2005,8,13,86.67,1.52,27.03,24.26,24.26,27.58,26.06,26.66
6.79661,79.90081,2005,8,14,85.67,1.63,27.07,24.36,24.36,27.92,26.29,26.96
6.79661,79.90081,2005,8,15,84.3,2.34,27.51,24.47,24.47,28.61,26.27,27.35
6.79661,79.90081,2005,8,16,82.43,2.02,27.36,24.23,24.23,28.58,26.56,27.49
6.79661,79.90081,2005,8,17,83.73,2.18,27.55,24.4,24.4,28.56,26.39,27.39
6.79661,79.90081,2005,8,18,83.92,1.64,27.46,24.34,24.34,28.19,26.55,27.29
6.79661,79.90081,2005,8,19,80.93,1.7,27.53,23.81,23.81,28.32,26.63,27.37
6.79661,79.90081,2005,8,20,79.28,2.29,27.73,23.54,23.54,28.76,26.47,27.44
6.79661,79.90081,2005,8,21,79.81,2.24,27.52,23.45,23.45,28.43,26.2,27.23
6.79661,79.90081,2005,8,22,79.31,2.41,27.99,23.54,23.54,28.85,26.44,27.44
6.79661,79.90081,2005,8,23,81.52,2.5,28.06,23.6,23.6,28.5,26.01,27.02
6.79661,79.90081,2005,8,24,82.76,2.44,28.1,23.64,23.64,28.15,25.71,26.81
6.79661,79.90081,2005,8,25,81.8,2.36,28.05,23.83,23.83,28.48,26.12,27.2
6.79661,79.90081,2005,8,26,80.64,2.12,28.25,23.87,23.87,28.78,26.66,27.49
6.79661,79.90081,2005,8,27,81.47,2.05,28.16,23.91,23.91,28.49,26.44,27.36
6.79661,79.90081,2005,8,28,79.11,2.8,28.3,23.56,23.56,29.04,26.25,27.5
6.79661,79.90081,2005,8,29,82.15,2.12,28.09,23.94,23.94,28.35,26.24,27.24
6.79661,79.90081,2005,8,30,82.25,2.09,27.92,24.26,24.26,28.69,26.6,27.55
6.79661,79.90081,2005,8,31,82.5,1.66,27.68,24.05,24.05,28.34,26.67,27.28
6.79661,79.90081,2005,9,1,82.49,1.77,27.67,23.98,23.97,28.21,26.44,27.21
6.79661,79.90081,2005,9,2,85.9,1.14,27.21,24.45,24.45,27.68,26.53,27
6.79661,79.90081,2005,9,3,86.96,1.48,27.11,24.52,24.52,27.8,26.33,26.86
6.79661,79.90081,2005,9,4,87.54,1.8,27.08,24.41,24.41,27.74,25.94,26.64
6.79661,79.90081,2005,9,5,83.81,1.81,26.86,23.46,23.46,27.46,25.65,26.41
